the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,Location,Borough,Date_Insta,POINT_X,POINT_Y,FEMAFldz,FEMAFldT,HrcEvac
POINT (-73.94629156900007 40.798027068449386),1,Manhattan,111,9,68,30,13,Madison Avenue and East 113th Street pedestrian crossing (mid-block),Manhattan,07/16/2018,-73.9462914,40.79802655,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.90102861328188 40.65830235220323),3,Brooklyn,316,42,60,19,8,New Lots Avenue and Powell Street,Brooklyn,02/06/2018,-73.90102871,40.65830181,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.92562384408424 40.680847263490676),3,Brooklyn,303,41,55,25,8,Patchen Avenue and Chauncey Street,Brooklyn,03/04/2021,-73.92562386,40.68084673,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9348728005519 40.816528487679605),1,Manhattan,111,9,70,30,13,5th Avenue and West 141st Street,Manhattan,12/22/2021,-73.93487265,40.81652799,AE,,2
POINT (-73.85927613999597 40.877728399856935),2,Bronx,212,12,83,36,16,Bronxwood Avenue and East 213th Street,Bronx,09/15/2017,-73.8592761,40.8777279,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91618320639157 40.76241969549539),4,Queens,401,22,36,12,12,Steinway Street and  440' north of 31st Avenue (midblock crossing),Queens,05/22/2018,-73.91618311,40.76241907,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.10653481036493 40.634698315249),5,Staten Island,501,49,61,24,11,Castleton Avenue and Bard Avenue,Staten Island,07/21/2007,-74.10653485,40.63469813,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85979875031381 40.8596744386317),2,Bronx,211,13,80,34,14,Astor Avenue and Colden Avenue,Bronx,10/07/2015,-73.85979872,40.85967391,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85290352027604 40.73431962280262),4,Queens,406,29,27,16,6,Yellowstone Boulevard and 63rd Avenue,Queens,11/20/2020,-73.85290359,40.73431892,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.09124572459416 40.60311397795162),5,Staten Island,502,50,63,24,11,Targee Street and Naples Street (235’ North of Venice Street),Staten Island,05/07/2015,-74.0912457251,40.6031139779,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94397248363966 40.68008909339087),3,Brooklyn,303,36,56,25,8,Fulton Street and Brooklyn Avenue,Brooklyn,11/07/2019,-73.94397247,40.68008859,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8647165689631 40.87683464220492),2,Bronx,212,12,83,36,16,East Gun Hill Road with Holland Avenue and Tilden Street,Bronx,01/09/2020,-73.86471652,40.87683415,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.0277793252086 40.621446917117304),3,Brooklyn,310,43,46,22,11,87th Street between 4th Avenue and 5th Avenue (mid-block),Brooklyn,03/15/2019,-74.02777937,40.62144665,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87055229591014 40.73332081030588),4,Queens,404,25,35,16,6,Queens Boulevard (westbound) and Woodhaven Boulevard,Queens,03/14/2012,-73.87055233,40.73332013,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.98181621581143 40.687330987112354),3,Brooklyn,302,33,52,25,8,Schermerhorn Street and Nevins Street,Brooklyn,12/04/2013,-73.98181612,40.68733053,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91571441656504 40.636506675437765),3,Brooklyn,318,46,59,19,8,Glenwood Road and East 79th Street,Brooklyn,04/23/2020,-73.91571453,40.63650619,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.77968181437714 40.70859695908965),4,Queens,412,27,29,11,5,Jamaica Avenue at 181st Street,Queens,06/08/2020,-73.77968206,40.70859618,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92497359588292 40.82952418553108),2,Bronx,204,16,84,29,15,River Avenue and East 162nd Street,Bronx,03/08/2017,-73.92497346,40.8295237,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.978327272643 40.78314701906608),1,Manhattan,107,6,67,29,10,Amsterdam Avenue and West 79th Street,Manhattan,05/22/2019,-73.97832704,40.78314651,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.75868939357348 40.664761891091594),4,Queens,413,31,31,10,5,145th Avenue and Springfield Boulevard,Queens,06/06/2018,-73.75868971,40.6647611,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.99738569631086 40.59618336259163),3,Brooklyn,311,43,47,23,11,Cropsey Avenue and Bay 32nd Street,Brooklyn,01/04/2016,-73.99738579,40.59618311,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.96124407233837 40.81611615162985),1,Manhattan,109,7,70,31,13,Riverside Drive South Triangle (Tiemann Stairs),Manhattan,01/25/2018,-73.96124387,40.81611569,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98523184103666 40.617125298122374),3,Brooklyn,311,47,49,22,10,20th Avenue and 64th Street,Brooklyn,09/17/2021,-73.9852319,40.61712498,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92058795295911 40.84687774877951),2,Bronx,205,14,77,29,15,University Avenue with Featherbed Lane and West 174th Street (mid-block),Bronx,04/19/2019,-73.92058782,40.84687729,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98314826472456 40.73883124344498),1,Manhattan,106,2,74,28,12,3rd Avenue and East 23rd Street,Manhattan,08/15/2018,-73.98314805,40.73883069,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.76881352383766 40.70980806405118),4,Queens,412,27,29,14,5,Hollis Avenue and 190th Street,Queens,02/27/2020,-73.76881379,40.70980727,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98979244539937 40.75723281148612),1,Manhattan,104,3,75,27,10,West 42nd Street between 7th Avenue and 8th Avenue,Manhattan,05/02/2016,-73.98979219,40.75723226,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99016683552992 40.68973091912286),3,Brooklyn,302,33,52,26,7,Boerum Place and State Street,Brooklyn,11/26/2013,-73.99016672,40.68973047,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86461918147971 40.757694573343656),4,Queens,403,21,35,13,14,Northern Boulevard at 104th Street,Queens,06/01/2020,-73.8646192,40.75769388,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8085363647176 40.6749975544894),4,Queens,410,28,31,10,5,Rockaway Boulevard at 130th Street,Queens,01/14/2020,-73.80853659,40.67499684,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.99144669274239 40.69159747086),3,Brooklyn,302,33,52,26,7,Court Street and Livingston Street,Brooklyn,06/16/2012,-73.99144657,40.69159702,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93370450891318 40.85416872550202),1,Manhattan,112,10,72,31,13,Broadway and West 187th Street,Manhattan,07/16/2021,-73.93370435,40.8541683,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97583645076747 40.591064578982284),3,Brooklyn,315,47,45,23,11,86th Street and Van Sicklen Street,Brooklyn,06/04/2021,-73.97583658,40.59106429,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2
POINT (-73.95581075585622 40.62823423629003),3,Brooklyn,314,45,42,17,9,Avenue I and East 21st Street,Brooklyn,07/18/2020,-73.95581083,40.62823384,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85206556606964 40.87450536677557),2,Bronx,212,12,83,36,16,Boston Road and East 212th Street/Pearsall Avenue,Bronx,10/30/2015,-73.85206554,40.87450485,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87659545667299 40.833882407697025),2,Bronx,209,18,85,32,15,East 174th Street and Stratford Avenue,Bronx,04/18/2020,-73.87659541,40.83388186,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.93908513405147 40.757486208445904),4,Queens,401,26,37,12,12,21st Street and 38th Avenue,Queens,10/10/2019,-73.93908499,40.7574856,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.95829519606139 40.81569146680713),1,Manhattan,109,7,70,31,13,Broadway and West 125th Street,Manhattan,04/22/2022,-73.958295,40.815691,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.89583512702875 40.75061537062686),4,Queens,403,25,39,16,14,35th Avenue with 70th Street and Leverich Street,Queens,05/07/2020,-73.89583508,40.7506147,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94818978514262 40.59296863231219),3,Brooklyn,315,48,41,19,9,Avenue X and East 22nd Street,Brooklyn,02/24/2020,-73.94818994,40.59296828,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.96986893850452 40.63419495966698),3,Brooklyn,312,40,44,17,10,18th Avenue and East 8th Street,Brooklyn,01/13/2021,-73.96986898,40.63419458,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8912713473358 40.67643108232042),3,Brooklyn,305,37,55,19,7,Atlantic Avenue and Van Siclen Avenue,Brooklyn,09/08/2021,-73.89127143,40.6764305,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94773018934039 40.66971285077051),3,Brooklyn,309,35,43,20,9,Eastern Parkway and New York Avenue,Brooklyn,01/30/2021,-73.94773019,40.66971237,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89934213088314 40.81348929176237),2,Bronx,202,8,84,32,15,Southern Boulevard and Leggett Avenue,Bronx,11/19/2020,-73.89934205,40.81348874,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95439781434499 40.78977074531939),1,Manhattan,111,8,68,30,13,Fifth Avenue and West 99th Street (pedestrian crossing),Manhattan,01/25/2017,-73.95439763,40.78977022,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98382386275671 40.76541969051305),1,Manhattan,104,3,67,27,10,8th Avenue and West 55th Street,Manhattan,03/01/2013,-73.98382362,40.76541915,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.10981187014917 40.57911305893048),5,Staten Island,502,50,62,24,11,North Railroad Avenue and Fremont Avenue,Staten Island,12/11/2019,-74.10981212,40.57911289,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.97156769165929 40.62998761926476),3,Brooklyn,314,40,44,17,9,Ocean Parkway and Foster Avenue,Brooklyn,12/10/2021,-73.97156774,40.62998725,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.17886753543944 40.53553474117144),5,Staten Island,503,51,62,24,11,Amboy Road at Poillon Avenue,Staten Island,06/08/2020,-74.17886806,40.53553456,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.79818409011209 40.70902610360739),4,Queens,408,24,29,14,5,Hillside Avenue and 164th Street East Leg,Queens,10/28/2020,-73.7981843,40.70902535,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89786388127126 40.82100576976575),2,Bronx,202,17,85,32,15,East 163rd Street and Rogers Place,Bronx,03/02/2014,-73.8978638,40.82100523,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92458181693588 40.70005452479205),3,Brooklyn,304,37,53,18,7,Wilson Avenue and Hart Street,Brooklyn,04/02/2021,-73.9245818,40.70005396,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94168898940951 40.83842667437184),1,Manhattan,112,7,71,31,13,Broadway and West 164th Street,Manhattan,09/24/2018,-73.94168882,40.83842623,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98973447459946 40.711244401932845),1,Manhattan,103,1,65,26,7,Cherry Street and Rutgers Street,Manhattan,10/26/2016,-73.98973431,40.71124391,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-74.1161750449183 40.56380175437092),5,Staten Island,503,50,64,24,11,Hylan Boulevard at Tysens Lane,Staten Island,10/22/2019,-74.11617536,40.56380159,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.94137842559947 40.678010014760346),3,Brooklyn,303,36,56,25,8,Atlantic Avenue and Kingston Avenue,Brooklyn,07/08/2019,-73.94137842,40.67800951,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.904292867606 40.857707993483956),2,Bronx,205,14,86,33,15,Jerome Avenue and Buchanan Place,Bronx,08/09/2019,-73.90429276,40.85770753,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94802069279741 40.602056598093576),3,Brooklyn,315,48,41,19,9,Avenue T and East 24th Street,Brooklyn,02/04/2020,-73.94802083,40.60205623,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.95973806513761 40.66336074000757),3,Brooklyn,309,35,57,20,9,Empire Boulevard and McKeever Place,Brooklyn,02/12/2020,-73.95973806,40.66336029,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83095914245794 40.7141462677432),4,Queens,409,29,28,14,6,Queens Boulevard EB SR and Union Turnpike SB SR,Queens,09/25/2021,-73.8309591419,40.7141462678,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91854011729967 40.739204480076666),4,Queens,402,26,37,12,14,47th Street and 48th Avenue,Queens,03/20/2018,-73.91854004,40.73920385,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89868228753853 40.63928716169103),3,Brooklyn,318,46,59,19,8,Avenue K and East 95th Street,Brooklyn,07/02/2021,-73.89868242,40.63928664,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.99517005389187 40.659670382354044),3,Brooklyn,307,38,51,20,7,5th Avenue and 24th Street,Brooklyn,11/24/2021,-73.99517,40.65967,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89327371388717 40.6484361535196),3,Brooklyn,318,46,58,19,8,Flatlands Avenue and East 107th Street,Brooklyn,07/17/2014,-73.89327384,40.64843561,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.83888255108899 40.85637993602333),2,Bronx,211,13,82,34,14,Stillwell Avenue and Pelham Parkway South (Service Road),Bronx,10/25/2019,-73.83888256,40.85637937,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.98684555647459 40.77657061368938),1,Manhattan,107,6,67,27,10,West End Avenue and Pedestrian Crossing (120’ north of West 67th Street),Manhattan,09/11/2017,-73.9868455559,40.7765706138,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91131010826525 40.824848513914716),2,Bronx,203,17,79,32,15,Brook Avenue and East 163rd Street,Bronx,09/23/2021,-73.91131,40.824848,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.97996211245908 40.71397416992553),1,Manhattan,103,1,65,26,7,Grand Street and Lewis Street,Manhattan,06/03/2021,-73.97996196,40.71397366,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.86179058345307 40.857983360597316),2,Bronx,211,13,80,34,14,Pelham Parkway North and Bronxwood Avenue,Bronx,03/31/2022,-73.8617905502,40.857982832,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93433375380359 40.75501607900303),4,Queens,401,26,30,12,12,38th Avenue and 28th Street,Queens,10/01/2021,-73.93433362,40.75501546,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8545677586509 40.871209418378776),2,Bronx,211,12,83,36,16,Burke Avenue and Yates Avenue,Bronx,01/18/2017,-73.85456773,40.8712089,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91932900146747 40.84769307980772),2,Bronx,205,14,77,29,15,University Avenue and West 175th Street,Bronx,05/17/2021,-73.91932887,40.84769262,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85456473726029 40.700594046365076),4,Queens,482,30,38,12,6,Woodhaven Boulevard and Forest Park Drive,Queens,03/30/2017,-73.85456485,40.70059338,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92797473667501 40.74423914680455),4,Queens,402,26,37,12,14,Queens Boulevard and 37th Street,Queens,05/02/2019,-73.92797463,40.74423852,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96715320593128 40.75676557802191),1,Manhattan,106,4,73,28,12,Second Avenue and East 53rd Street,Manhattan,04/18/2022,-73.967153,40.756765,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92164178321947 40.838886923263786),2,Bronx,204,16,84,29,15,Edward L Grant Hwy and West 169 Street,Bronx,08/18/2016,-73.92164165,40.83888645,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.77571563099838 40.71460035728324),4,Queens,408,24,24,14,5,Hillside Avenue with 187th Street and Chelsea Street,Queens,10/06/2021,-73.77571588,40.71459957,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.09159309725749 40.62655917031342),5,Staten Island,501,49,61,23,11,Victory Boulevard and Eddy Street,Staten Island,09/04/2014,-74.09159316,40.62655897,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87886164209357 40.756241979288454),4,Queens,403,25,34,13,14,Northern Boulevard and 89th Street,Queens,08/05/2019,-73.87886163,40.7562413,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87063395227287 40.71057946403978),4,Queens,405,30,28,15,6,80th Street and 68th Road,Queens,02/18/2022,-73.87063402,40.71057881,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96701619054139 40.79355784145009),1,Manhattan,107,7,69,30,10,Columbus Avenue and West 98th Street Pedestrian Crossing,Manhattan,09/13/2017,-73.96701598,40.79355734,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82383989341325 40.67779970194155),4,Queens,410,28,31,10,5,Linden Boulevard and 115th Street,Queens,07/15/2021,-73.82384009,40.67779901,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99927968333503 40.602458000942754),3,Brooklyn,311,43,47,23,11,Benson Avenue at Bay 25th Street,Brooklyn,01/06/2020,-73.99927976,40.60245774,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.73149244387858 40.71147002345606),4,Queens,413,27,33,14,5,223rd Street and 103rd Avenue,Queens,11/25/2020,-73.73149271,40.7114692,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.73233709914838 40.72030467536539),4,Queens,413,27,33,14,5,Jamaica Avenue and 222nd Street,Queens,10/02/2019,-73.73233736,40.72030385,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.80359866625386 40.67455282205034),4,Queens,410,28,31,10,5,Rockaway Boulevard and 135th Street,Queens,11/03/2021,-73.8035989,40.6745521,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.72318677557739 40.75455967666746),4,Queens,411,23,26,11,3,Little Neck Parkway and 254th Street,Queens,02/18/2022,-73.72318699,40.75455885,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84579789977202 40.8512004342803),2,Bronx,211,13,80,34,14,Morris Park Avenue and Albert Einstein College of Medicine (mid-block),Bronx,11/01/2011,-73.8457979,40.85119987,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.84478887393938 40.720165219045754),4,Queens,406,29,28,16,6,Austin Street with 71st Avenue and Continental Avenue,Queens,04/03/2017,-73.84478898,40.72016452,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83130231756526 40.884711863723396),2,Bronx,212,12,83,36,16,Boston Road with Dyre Avenue and Steenwick Avenue,Bronx,03/19/2021,-73.83130232,40.88471133,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.07141155039032 40.61272601320138),5,Staten Island,501,49,64,23,11,Tompkins Avenue and Clifton Avenue,Staten Island,03/02/2022,-74.0714116482,40.6127258006,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97592872836843 40.79552800539241),1,Manhattan,107,6,69,31,10,Riverside Drive and West 95th Street,Manhattan,12/01/2019,-73.9759285,40.79552752,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99458578022536 40.71369031026516),1,Manhattan,103,1,65,26,7,East Broadway between Catherine Street and Market Street,Manhattan,02/23/2016,-73.9945856,40.71368982,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.78613460255819 40.73900913707515),4,Queens,408,23,25,16,6,64th Avenue (West Leg) and 188th Street,Queens,08/09/2021,-73.78613481,40.73900835,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88815776204565 40.75526601027839),4,Queens,403,25,34,13,14,Northern Boulevard at 79th Street,Queens,03/30/2020,-73.88815773,40.75526534,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96701619054139 40.79355784145009),1,Manhattan,107,7,69,30,10,Columbus Avenue and West 97th Street,Manhattan,11/07/2018,-73.96701598,40.79355734,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.01983646497938 40.64262362107848),3,Brooklyn,307,38,51,20,7,3rd Avenue and 59th Street,Brooklyn,10/10/2020,-74.01983645,40.64262331,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.79398980869067 40.73799577662375),4,Queens,408,24,25,16,6,64th Avenue and 175th Street,Queens,04/15/2022,-73.79399,40.737995,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94194600401096 40.67207882402098),3,Brooklyn,308,36,43,25,9,Kingston Avenue and Sterling Place,Brooklyn,03/24/2020,-73.94194601,40.67207833,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94985116444046 40.8096258975453),1,Manhattan,110,9,70,30,13,West 125th Street at 400’ east of Frederick Douglass Boulevard,Manhattan,10/31/2016,-73.9498511645,40.8096258975,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.86994078709948 40.742349311194154),4,Queens,404,25,39,13,14,Corona Avenue and 94th Street,Queens,05/20/2016,-73.86994081,40.74234862,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88135132145997 40.825656004931034),2,Bronx,209,17,85,32,15,Watson Avenue and Colgate Avenue,Bronx,09/20/2019,-73.88135127,40.82565545,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,4
POINT (-74.01781466246324 40.64143546235609),3,Brooklyn,307,38,51,20,7,4th Avenue and 59th Street,Brooklyn,01/06/2016,-74.01781465,40.64143515,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94744530696674 40.619392487737805),3,Brooklyn,314,45,42,17,9,Avenue M and East 28th Street,Brooklyn,04/28/2021,-73.94744541,40.61939209,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.98105630076734 40.645752890202814),3,Brooklyn,312,39,44,21,10,Dahill Road and 12th Avenue,Brooklyn,05/21/2021,-73.9810563,40.64575251,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85790667622173 40.68087974042822),4,Queens,409,32,23,15,7,101st Avenue and 81st Street,Queens,07/06/2020,-73.85790681,40.6808791,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.90050293073746 40.880400648263006),2,Bronx,208,14,81,33,13,Bailey Avenue and West 234th Street and Bailey Place,Bronx,10/14/2015,-73.90050282,40.88040022,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-74.14898979892769 40.624190683636165),5,Staten Island,501,49,61,23,11,Richmond Avenue and Monsey Place,Staten Island,10/07/2020,-74.1489899,40.62419055,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98253974792831 40.692052105774096),3,Brooklyn,302,35,57,25,8,Flatbush Avenue and Willoughby Street,Brooklyn,10/15/2015,-73.98253964,40.69205164,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.02749015322047 40.61698566003739),3,Brooklyn,310,43,46,22,11,Fort Hamilton Parkway and 92nd Street,Brooklyn,05/13/2019,-74.02749021,40.6169854,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87863122263603 40.74006142847084),4,Queens,404,25,35,16,6,Broadway and St James Avenue,Queens,02/22/2022,-73.87863123,40.74006075,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87207798968475 40.760725049718474),4,Queens,403,21,35,13,14,31st Avenue and 97th Street,Queens,11/24/2021,-73.87207799,40.76072437,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94415076017096 40.67815686028996),3,Brooklyn,303,36,56,25,8,Atlantic Avenue and Brooklyn Avenue,Brooklyn,08/08/2018,-73.94415075,40.67815636,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95291311389177 40.7067009243778),3,Brooklyn,301,34,53,18,7,Broadway and Hewes Street,Brooklyn,03/21/2021,-73.95291303,40.70670039,X,AREA OF MINIMAL FLOOD HAZARD,5
